,method,dataset,runs,nb_samples,learning_streams,learning_rate,nb_trees,max_depth,use_dp,real_eps,alpha,rho,sigma,privacy_budget,train_auc_mean,train_auc_std,train_accuracy_mean,train_accuracy_std,train_untuned_accuracy_mean,train_untuned_accuracy_std,train_rmse_mean,train_rmse_std,test_auc_mean,test_auc_std,test_accuracy_mean,test_accuracy_std,test_untuned_accuracy_mean,test_untuned_accuracy_std,test_rmse_mean,test_rmse_std,r1,glc,gdf,bal_p,l2_thr,hess_l2_thr,Q,use_pf,pf_add,add_trees,pf_l2_thr,pf_hess_l2_thr,pf_Q_factor,lambda,feature_val_u_border,init_ratio,init_thr,newton,cyclical_fi,refine_splits,rs_rounds,rs_subsample,ignore_split_constraints,random_splits_from_candidates,lambda_reg_mode,cut_off_leaf_denom,reg_delta,min_samples_split,split_pb_ratio
339,xgboost,abalone_size_4177,20,4177,0,0.1,150,3,0,0,0,0,0,0,0,0,0,0,0,0,2.18908,0.0298645,0,0,0,0,0,0,2.24176,0.116336,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
340,xgboost,abalone_size_4177,20,4177,0,0.3,25,5,0,0,0,0,0,0,0,0,0,0,0,0,2.58115,0.0463592,0,0,0,0,0,0,2.58715,0.108182,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
342,xgboost,abalone_size_4177,20,4177,0,0.1,300,3,0,0,0,0,0,0,0,0,0,0,0,0,2.05522,0.0254203,0,0,0,0,0,0,2.17366,0.119846,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
346,xgboost,abalone_size_4177,20,4177,0,0.1,25,5,0,0,0,0,0,0,0,0,0,0,0,0,5.89349,0.0282874,0,0,0,0,0,0,5.89253,0.111986,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
347,xgboost,abalone_size_4177,20,4177,0,0.3,50,2,0,0,0,0,0,0,0,0,0,0,0,0,2.27508,0.0302871,0,0,0,0,0,0,2.31248,0.115465,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
348,xgboost,abalone_size_4177,20,4177,0,0.2,500,3,0,0,0,0,0,0,0,0,0,0,0,0,2.1143,0.0517316,0,0,0,0,0,0,2.1951,0.120632,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
349,xgboost,abalone_size_4177,20,4177,0,0.2,500,5,0,0,0,0,0,0,0,0,0,0,0,0,2.06007,0.0748519,0,0,0,0,0,0,2.18507,0.11253,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
350,xgboost,abalone_size_4177,20,4177,0,0.3,50,5,0,0,0,0,0,0,0,0,0,0,0,0,2.12778,0.033543,0,0,0,0,0,0,2.2096,0.116929,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
354,xgboost,abalone_size_4177,20,4177,0,0.2,25,5,0,0,0,0,0,0,0,0,0,0,0,0,3.03089,0.028793,0,0,0,0,0,0,3.02832,0.131015,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
357,xgboost,abalone_size_4177,20,4177,0,0.2,600,5,0,0,0,0,0,0,0,0,0,0,0,0,2.07422,0.0586661,0,0,0,0,0,0,2.18402,0.122064,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
360,xgboost,abalone_size_4177,20,4177,0,0.1,25,5,0,0,0,0,0,0,0,0,0,0,0,0,5.89349,0.0282874,0,0,0,0,0,0,5.89253,0.111986,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
362,xgboost,abalone_size_4177,20,4177,0,0.1,400,6,0,0,0,0,0,0,0,0,0,0,0,0,1.98952,0.0526195,0,0,0,0,0,0,2.16709,0.117041,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
368,xgboost,abalone_size_4177,20,4177,0,0.3,500,3,0,0,0,0,0,0,0,0,0,0,0,0,1.98558,0.0528507,0,0,0,0,0,0,2.17258,0.114892,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
369,xgboost,abalone_size_4177,20,4177,0,0.1,150,2,0,0,0,0,0,0,0,0,0,0,0,0,2.25711,0.0309241,0,0,0,0,0,0,2.29549,0.116702,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
371,xgboost,abalone_size_4177,20,4177,0,0.2,10,2,0,0,0,0,0,0,0,0,0,0,0,0,6.75283,0.0271003,0,0,0,0,0,0,6.75206,0.107492,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
372,xgboost,abalone_size_4177,20,4177,0,0.2,600,5,0,0,0,0,0,0,0,0,0,0,0,0,1.96814,0.0636417,0,0,0,0,0,0,2.16743,0.115991,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
375,xgboost,abalone_size_4177,20,4177,0,0.1,50,5,0,0,0,0,0,0,0,0,0,0,0,0,3.04131,0.0236698,0,0,0,0,0,0,3.03863,0.136243,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
379,xgboost,abalone_size_4177,20,4177,0,0.2,100,2,0,0,0,0,0,0,0,0,0,0,0,0,2.18403,0.0317822,0,0,0,0,0,0,2.23553,0.115503,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
380,xgboost,abalone_size_4177,20,4177,0,0.3,400,6,0,0,0,0,0,0,0,0,0,0,0,0,2.05545,0.0609214,0,0,0,0,0,0,2.18582,0.116698,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
381,xgboost,abalone_size_4177,20,4177,0,0.2,50,2,0,0,0,0,0,0,0,0,0,0,0,0,2.45302,0.0340222,0,0,0,0,0,0,2.47238,0.103469,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
384,xgboost,abalone_size_4177,20,4177,0,0.2,300,5,0,0,0,0,0,0,0,0,0,0,0,0,2.09512,0.0458539,0,0,0,0,0,0,2.19228,0.119032,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
387,xgboost,abalone_size_4177,20,4177,0,0.3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7.64644,0.0260676,0,0,0,0,0,0,7.64582,0.103545,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
388,xgboost,abalone_size_4177,20,4177,0,0.2,25,3,0,0,0,0,0,0,0,0,0,0,0,0,3.03581,0.0286121,0,0,0,0,0,0,3.03093,0.130137,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
389,xgboost,abalone_size_4177,20,4177,0,0.2,400,6,0,0,0,0,0,0,0,0,0,0,0,0,2.04958,0.0781768,0,0,0,0,0,0,2.18639,0.112536,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
390,xgboost,abalone_size_4177,20,4177,0,0.3,100,2,0,0,0,0,0,0,0,0,0,0,0,0,2.10467,0.0299273,0,0,0,0,0,0,2.19126,0.126139,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
391,xgboost,abalone_size_4177,20,4177,0,0.1,300,5,0,0,0,0,0,0,0,0,0,0,0,0,2.02371,0.027015,0,0,0,0,0,0,2.16781,0.121026,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
392,xgboost,abalone_size_4177,20,4177,0,0.3,400,5,0,0,0,0,0,0,0,0,0,0,0,0,2.05033,0.106592,0,0,0,0,0,0,2.19621,0.118539,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
399,xgboost,abalone_size_4177,20,4177,0,0.3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,7.64644,0.0260676,0,0,0,0,0,0,7.64582,0.103545,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
401,xgboost,abalone_size_4177,20,4177,0,0.1,100,5,0,0,0,0,0,0,0,0,0,0,0,0,2.30131,0.037905,0,0,0,0,0,0,2.3358,0.106555,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
402,xgboost,abalone_size_4177,20,4177,0,0.2,400,3,0,0,0,0,0,0,0,0,0,0,0,0,2.02052,0.0408021,0,0,0,0,0,0,2.16521,0.123269,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
404,xgboost,abalone_size_4177,20,4177,0,0.3,200,3,0,0,0,0,0,0,0,0,0,0,0,0,2.12424,0.041187,0,0,0,0,0,0,2.20208,0.116701,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
405,xgboost,abalone_size_4177,20,4177,0,0.1,400,2,0,0,0,0,0,0,0,0,0,0,0,0,2.14301,0.0399721,0,0,0,0,0,0,2.21732,0.118882,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
408,xgboost,abalone_size_4177,20,4177,0,0.1,300,5,0,0,0,0,0,0,0,0,0,0,0,0,2.11121,0.0448075,0,0,0,0,0,0,2.19487,0.106972,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
409,xgboost,abalone_size_4177,20,4177,0,0.2,300,2,0,0,0,0,0,0,0,0,0,0,0,0,2.03824,0.029612,0,0,0,0,0,0,2.16521,0.125553,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
412,xgboost,abalone_size_4177,20,4177,0,0.2,150,2,0,0,0,0,0,0,0,0,0,0,0,0,2.1388,0.0476026,0,0,0,0,0,0,2.2093,0.112351,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
413,xgboost,abalone_size_4177,20,4177,0,0.3,25,5,0,0,0,0,0,0,0,0,0,0,0,0,2.58015,0.0434199,0,0,0,0,0,0,2.58972,0.114441,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
414,xgboost,abalone_size_4177,20,4177,0,0.3,500,5,0,0,0,0,0,0,0,0,0,0,0,0,1.96854,0.0610964,0,0,0,0,0,0,2.17286,0.115052,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
415,xgboost,abalone_size_4177,20,4177,0,0.2,400,3,0,0,0,0,0,0,0,0,0,0,0,0,2.12089,0.0488108,0,0,0,0,0,0,2.20133,0.117732,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
416,xgboost,abalone_size_4177,20,4177,0,0.3,400,5,0,0,0,0,0,0,0,0,0,0,0,0,1.95056,0.0574324,0,0,0,0,0,0,2.1646,0.115241,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
418,xgboost,abalone_size_4177,20,4177,0,0.2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,8.56362,0.0251841,0,0,0,0,0,0,8.5631,0.100144,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
420,xgboost,abalone_size_4177,20,4177,0,0.1,150,6,0,0,0,0,0,0,0,0,0,0,0,0,2.10486,0.0289229,0,0,0,0,0,0,2.19417,0.114994,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
421,xgboost,abalone_size_4177,20,4177,0,0.1,500,6,0,0,0,0,0,0,0,0,0,0,0,0,2.08107,0.0529353,0,0,0,0,0,0,2.18344,0.113853,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
422,xgboost,abalone_size_4177,20,4177,0,0.3,50,5,0,0,0,0,0,0,0,0,0,0,0,0,2.12835,0.0322378,0,0,0,0,0,0,2.20394,0.117585,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
424,xgboost,abalone_size_4177,20,4177,0,0.1,200,5,0,0,0,0,0,0,0,0,0,0,0,0,2.04221,0.026059,0,0,0,0,0,0,2.1689,0.118547,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
429,xgboost,abalone_size_4177,20,4177,0,0.3,200,6,0,0,0,0,0,0,0,0,0,0,0,0,1.95405,0.0668839,0,0,0,0,0,0,2.1694,0.113437,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
430,xgboost,abalone_size_4177,20,4177,0,0.1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,9.49752,0.0244303,0,0,0,0,0,0,9.49709,0.0972284,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
431,xgboost,abalone_size_4177,20,4177,0,0.1,150,2,0,0,0,0,0,0,0,0,0,0,0,0,2.2742,0.0353201,0,0,0,0,0,0,2.30868,0.111104,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
433,xgboost,abalone_size_4177,20,4177,0,0.3,100,2,0,0,0,0,0,0,0,0,0,0,0,0,2.13378,0.0456871,0,0,0,0,0,0,2.21111,0.112724,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
434,xgboost,abalone_size_4177,20,4177,0,0.1,200,3,0,0,0,0,0,0,0,0,0,0,0,0,2.13253,0.0307536,0,0,0,0,0,0,2.20645,0.121738,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
435,xgboost,abalone_size_4177,20,4177,0,0.2,300,5,0,0,0,0,0,0,0,0,0,0,0,0,2.08351,0.0497669,0,0,0,0,0,0,2.18936,0.12121,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
437,xgboost,abalone_size_4177,20,4177,0,0.1,400,6,0,0,0,0,0,0,0,0,0,0,0,0,2.08182,0.0451862,0,0,0,0,0,0,2.18229,0.116035,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
438,xgboost,abalone_size_4177,20,4177,0,0.1,300,2,0,0,0,0,0,0,0,0,0,0,0,0,2.09261,0.0282793,0,0,0,0,0,0,2.1833,0.123631,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
439,xgboost,abalone_size_4177,20,4177,0,0.2,150,5,0,0,0,0,0,0,0,0,0,0,0,0,2.00182,0.0349355,0,0,0,0,0,0,2.16709,0.122961,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
440,xgboost,abalone_size_4177,20,4177,0,0.1,600,2,0,0,0,0,0,0,0,0,0,0,0,0,2.13676,0.0508955,0,0,0,0,0,0,2.2121,0.110862,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
443,xgboost,abalone_size_4177,20,4177,0,0.2,400,2,0,0,0,0,0,0,0,0,0,0,0,0,2.03501,0.0329685,0,0,0,0,0,0,2.17028,0.12601,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
444,xgboost,abalone_size_4177,20,4177,0,0.1,150,5,0,0,0,0,0,0,0,0,0,0,0,0,2.12641,0.0294947,0,0,0,0,0,0,2.20649,0.119123,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
445,xgboost,abalone_size_4177,20,4177,0,0.1,150,2,0,0,0,0,0,0,0,0,0,0,0,0,2.27525,0.030185,0,0,0,0,0,0,2.31633,0.112303,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
447,xgboost,abalone_size_4177,20,4177,0,0.2,50,3,0,0,0,0,0,0,0,0,0,0,0,0,2.34731,0.0371034,0,0,0,0,0,0,2.37382,0.104556,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
450,xgboost,abalone_size_4177,20,4177,0,0.3,150,6,0,0,0,0,0,0,0,0,0,0,0,0,1.97759,0.0410241,0,0,0,0,0,0,2.16306,0.114264,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
452,xgboost,abalone_size_4177,20,4177,0,0.3,500,5,0,0,0,0,0,0,0,0,0,0,0,0,2.07434,0.0716995,0,0,0,0,0,0,2.19524,0.107502,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
454,xgboost,abalone_size_4177,20,4177,0,0.1,600,3,0,0,0,0,0,0,0,0,0,0,0,0,2.02617,0.0331024,0,0,0,0,0,0,2.16451,0.122963,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
456,xgboost,abalone_size_4177,20,4177,0,0.2,300,2,0,0,0,0,0,0,0,0,0,0,0,0,2.13737,0.0450426,0,0,0,0,0,0,2.20838,0.112955,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
459,xgboost,abalone_size_4177,20,4177,0,0.1,600,2,0,0,0,0,0,0,0,0,0,0,0,0,2.13848,0.0469075,0,0,0,0,0,0,2.21017,0.112723,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
460,xgboost,abalone_size_4177,20,4177,0,0.1,400,5,0,0,0,0,0,0,0,0,0,0,0,0,2.10535,0.0448997,0,0,0,0,0,0,2.19298,0.110664,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
461,xgboost,abalone_size_4177,20,4177,0,0.3,150,6,0,0,0,0,0,0,0,0,0,0,0,0,2.07539,0.0656631,0,0,0,0,0,0,2.19205,0.112439,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
462,xgboost,abalone_size_4177,20,4177,0,0.3,100,2,0,0,0,0,0,0,0,0,0,0,0,0,2.13294,0.0379286,0,0,0,0,0,0,2.2085,0.119335,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
464,xgboost,abalone_size_4177,20,4177,0,0.3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,5.08584,0.0295832,0,0,0,0,0,0,5.08463,0.116817,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
465,xgboost,abalone_size_4177,20,4177,0,0.1,50,5,0,0,0,0,0,0,0,0,0,0,0,0,3.04134,0.0254935,0,0,0,0,0,0,3.03783,0.134503,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
469,xgboost,abalone_size_4177,20,4177,0,0.2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,8.56362,0.0251841,0,0,0,0,0,0,8.5631,0.100144,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
471,xgboost,abalone_size_4177,20,4177,0,0.3,50,6,0,0,0,0,0,0,0,0,0,0,0,0,2.1079,0.0360893,0,0,0,0,0,0,2.19611,0.111696,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
474,xgboost,abalone_size_4177,20,4177,0,0.1,150,2,0,0,0,0,0,0,0,0,0,0,0,0,2.2749,0.0305654,0,0,0,0,0,0,2.3114,0.110713,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
475,xgboost,abalone_size_4177,20,4177,0,0.2,50,5,0,0,0,0,0,0,0,0,0,0,0,0,2.30235,0.0379351,0,0,0,0,0,0,2.33224,0.1085,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
476,xgboost,abalone_size_4177,20,4177,0,0.2,300,5,0,0,0,0,0,0,0,0,0,0,0,0,1.99921,0.0366537,0,0,0,0,0,0,2.16383,0.116021,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
478,xgboost,abalone_size_4177,20,4177,0,0.3,400,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0375,0.0310319,0,0,0,0,0,0,2.17279,0.124732,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
481,xgboost,abalone_size_4177,20,4177,0,0.2,25,5,0,0,0,0,0,0,0,0,0,0,0,0,3.02815,0.0301219,0,0,0,0,0,0,3.02627,0.12954,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
485,xgboost,abalone_size_4177,20,4177,0,0.2,300,2,0,0,0,0,0,0,0,0,0,0,0,0,2.04375,0.0302864,0,0,0,0,0,0,2.17059,0.123295,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
488,xgboost,abalone_size_4177,20,4177,0,0.1,400,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0366,0.0343569,0,0,0,0,0,0,2.16845,0.123098,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
491,xgboost,abalone_size_4177,20,4177,0,0.2,500,3,0,0,0,0,0,0,0,0,0,0,0,0,2.11842,0.0498788,0,0,0,0,0,0,2.19378,0.115664,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
492,xgboost,abalone_size_4177,20,4177,0,0.1,25,2,0,0,0,0,0,0,0,0,0,0,0,0,5.89349,0.0282874,0,0,0,0,0,0,5.89253,0.111986,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
498,xgboost,abalone_size_4177,20,4177,0,0.3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,7.64644,0.0260676,0,0,0,0,0,0,7.64582,0.103545,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
499,xgboost,abalone_size_4177,20,4177,0,0.3,300,2,0,0,0,0,0,0,0,0,0,0,0,0,2.03892,0.0261922,0,0,0,0,0,0,2.17237,0.127579,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
504,xgboost,abalone_size_4177,20,4177,0,0.1,50,2,0,0,0,0,0,0,0,0,0,0,0,0,3.06305,0.0260406,0,0,0,0,0,0,3.06139,0.128437,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
508,xgboost,abalone_size_4177,20,4177,0,0.3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,7.64644,0.0260676,0,0,0,0,0,0,7.64582,0.103545,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
509,xgboost,abalone_size_4177,20,4177,0,0.2,600,2,0,0,0,0,0,0,0,0,0,0,0,0,2.02952,0.0396498,0,0,0,0,0,0,2.1673,0.12389,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,0,1,2,0,0
513,xgboost,abalone_size_4177,20,4177,0,0.3,500,5,0,0,0,0,0,0,0,0,0,0,0,0,2.06363,0.0641257,0,0,0,0,0,0,2.18506,0.118498,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
518,xgboost,abalone_size_4177,20,4177,0,0.2,50,3,0,0,0,0,0,0,0,0,0,0,0,0,2.36147,0.0430314,0,0,0,0,0,0,2.38478,0.099822,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
520,xgboost,abalone_size_4177,20,4177,0,0.2,600,5,0,0,0,0,0,0,0,0,0,0,0,0,2.00412,0.0371491,0,0,0,0,0,0,2.164,0.120419,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,15,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
521,xgboost,abalone_size_4177,20,4177,0,0.2,400,3,0,0,0,0,0,0,0,0,0,0,0,0,2.1056,0.0502166,0,0,0,0,0,0,2.19646,0.122996,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,1,1,2,0,0
